Unnamed: 0,Mois,Demande totale de chaleur (MWh),Chauffage des locaux (MWh),Eau chaude sanitaire (MWh),Chaleur (centre énergétique) (MWh),Demande totale de froid (MWh),Refroidissement des locaux (MWh),Refroidissement de procédé (MWh),Refroidissement (centre énergétique) (MWh),Charges électriques (MWh),E-mobilité (MWh),Puissance de fonctionnement (MWh),Travail de pompe (MWh),Température de l'air (°C)
,"Mer, 10.01. 23:00",3865.2,3527.7,337.5,0,0,0,0,0,0,0,1021.9,0,2.200000047683716
,"Jeu, 11.01. 00:00",3627.9,3391.7,236.2,0,0,0,0,0,0,0,947.3,0,2.299999952316284
,"Jeu, 11.01. 01:00",3372,3253.4,118.6,0,0,0,0,0,0,0,869.9,0,2.200000047683716
,"Jeu, 11.01. 02:00",3344.7,3307.8,36.9,0,0,0,0,0,0,0,849.4,0,2.299999952316284
,"Jeu, 11.01. 03:00",3340.4,3304.4,36,0,0,0,0,0,0,0,844.8,0,2.400000095367432
,"Jeu, 11.01. 04:00",3832.5,3714,118.5,0,0,0,0,0,0,0,979.3,0,2.400000095367432
,"Jeu, 11.01. 05:00",5766.2,5416.4,349.8,0,0,0,0,0,0,0,1474.1,0,2.5
,"Jeu, 11.01. 06:00",9219.9,8133.3,1086.6,0,0,0,0,0,0,0,2432.6,0,2.299999952316284
,"Jeu, 11.01. 07:00",8104.9,7091.3,1013.6,0,0,0,0,0,0,0,2164.1,0,2.5
,"Jeu, 11.01. 08:00",7161.8,6269.5,892.3,0,0,0,0,0,0,0,1903.7,0,3.099999904632568
,"Jeu, 11.01. 09:00",6381.3,5665.1,716.2,0,0,0,0,0,0,0,1670.4,0,3.5
,"Jeu, 11.01. 10:00",5835.1,5214.9,620.2,0,0,0,0,0,0,0,1503.7,0,3.900000095367432
,"Jeu, 11.01. 11:00",6395.4,5736,659.4,0,0,0,0,0,0,0,1629.4,0,4.199999809265137
,"Jeu, 11.01. 12:00",5747.5,5143.3,604.2,0,0,0,0,0,0,0,1451.7,0,4.5
,"Jeu, 11.01. 13:00",5756.9,5167.8,589.1,0,0,0,0,0,0,0,1439,0,4.800000190734863
,"Jeu, 11.01. 14:00",5171.1,4663.5,507.6,0,0,0,0,0,0,0,1287.1,0,4.900000095367432
,"Jeu, 11.01. 15:00",5253.5,4769.6,483.9,0,0,0,0,0,0,0,1314.7,0,4.5
,"Jeu, 11.01. 16:00",5789.8,5244.3,545.5,0,0,0,0,0,0,0,1465.9,0,4.099999904632568
,"Jeu, 11.01. 17:00",6309.1,5601.7,707.4,0,0,0,0,0,0,0,1615.3,0,3.900000095367432
,"Jeu, 11.01. 18:00",6963.9,6140.9,823,0,0,0,0,0,0,0,1793.4,0,3.700000047683716
,"Jeu, 11.01. 19:00",7463.8,6428.8,1035,0,0,0,0,0,0,0,1960.1,0,3.200000047683716
,"Jeu, 11.01. 20:00",7682.8,6602.2,1080.6,0,0,0,0,0,0,0,2042,0,2.599999904632568
,"Jeu, 11.01. 21:00",6568.9,5662.4,906.5,0,0,0,0,0,0,0,1764.3,0,2
,"Jeu, 11.01. 22:00",4582.5,3998.2,584.3,0,0,0,0,0,0,0,1236.3,0,2
,"Jeu, 11.01. 23:00",4033.9,3686.2,347.7,0,0,0,0,0,0,0,1088.3,0,1.399999976158142
,"Ven, 12.01. 00:00",3755.5,3533,222.5,0,0,0,0,0,0,0,1012.4,0,1
,"Ven, 12.01. 01:00",3484.8,3372.2,112.6,0,0,0,0,0,0,0,925.9,0,1.100000023841858
,"Ven, 12.01. 02:00",3769.7,3733.6,36.1,0,0,0,0,0,0,0,1009.7,0,0.300000011920929
,"Ven, 12.01. 03:00",4049.3,4012.2,37.1,0,0,0,0,0,0,0,1092.5,0,0
,"Ven, 12.01. 04:00",4189.9,4075,114.9,0,0,0,0,0,0,0,1119.4,0,0.699999988079071
,"Ven, 12.01. 05:00",6487.4,6137.7,349.7,0,0,0,0,0,0,0,1738.7,0,0.699999988079071
,"Ven, 12.01. 06:00",9159.3,8181.2,978.1,0,0,0,0,0,0,0,2492.7,0,0.8999999761581421
,"Ven, 12.01. 07:00",9368.4,8324.8,1043.6,0,0,0,0,0,0,0,2625.2,0,0.4000000059604645
,"Ven, 12.01. 08:00",8002.6,7136.6,866,0,0,0,0,0,0,0,2277.3,0,0.2000000029802322
,"Ven, 12.01. 09:00",7563.1,6818.1,745,0,0,0,0,0,0,0,2090.3,0,1.200000047683716
,"Ven, 12.01. 10:00",6881.1,6241.3,639.8,0,0,0,0,0,0,0,1874.6,0,1.600000023841858
,"Ven, 12.01. 11:00",7004.7,6351.3,653.4,0,0,0,0,0,0,0,1838,0,3
,"Ven, 12.01. 12:00",6249.3,5645.1,604.2,0,0,0,0,0,0,0,1605.8,0,3.799999952316284
,"Ven, 12.01. 13:00",5798.6,5243.8,554.8,0,0,0,0,0,0,0,1453.9,0,4.599999904632568
,"Ven, 12.01. 14:00",5813.5,5279.5,534,0,0,0,0,0,0,0,1451.8,0,4.699999809265137
,"Ven, 12.01. 15:00",5797.2,5303.4,493.8,0,0,0,0,0,0,0,1468.5,0,4
,"Ven, 12.01. 16:00",7283.7,6661.7,622,0,0,0,0,0,0,0,1895.3,0,3
,"Ven, 12.01. 17:00",7177.7,6470.4,707.3,0,0,0,0,0,0,0,1939.8,0,1.700000047683716
,"Ven, 12.01. 18:00",7890.7,7051.8,838.9,0,0,0,0,0,0,0,2103.4,0,2.200000047683716
,"Ven, 12.01. 19:00",7632.5,6668.6,963.9,0,0,0,0,0,0,0,2058.3,0,2
,"Ven, 12.01. 20:00",8226.3,7156.1,1070.2,0,0,0,0,0,0,0,2214.5,0,1.899999976158142
,"Ven, 12.01. 21:00",7687.6,6709.9,977.7,0,0,0,0,0,0,0,2100.2,0,1.100000023841858
,"Ven, 12.01. 22:00",5030.3,4446.2,584.1,0,0,0,0,0,0,0,1399.2,0,0.6000000238418579
,"Ven, 12.01. 23:00",4255.1,3920.9,334.2,0,0,0,0,0,0,0,1187.3,0,0
,"Sam, 13.01. 00:00",4204.1,3950.5,253.6,0,0,0,0,0,0,0,1167.7,0,-0.1000000014901161
,"Sam, 13.01. 01:00",4361.5,4208.8,152.7,0,0,0,0,0,0,0,1204.3,0,-0.300000011920929
,"Sam, 13.01. 02:00",4454,4361,93,0,0,0,0,0,0,0,1212.9,0,0
,"Sam, 13.01. 03:00",4230.8,4192.5,38.3,0,0,0,0,0,0,0,1143.1,0,0
,"Sam, 13.01. 04:00",4773.7,4698.4,75.3,0,0,0,0,0,0,0,1289.7,0,0.1000000014901161
,"Sam, 13.01. 05:00",7309.7,7229.7,80,0,0,0,0,0,0,0,1950.5,0,0
,"Sam, 13.01. 06:00",9179.5,9081.9,97.6,0,0,0,0,0,0,0,2446.5,0,-0.2000000029802322
,"Sam, 13.01. 07:00",8822.6,8607.4,215.2,0,0,0,0,0,0,0,2414.7,0,-0.4000000059604645
,"Sam, 13.01. 08:00",8151.9,7591,560.9,0,0,0,0,0,0,0,2282.9,0,-0.1000000014901161
,"Sam, 13.01. 09:00",7914.4,6864.8,1049.6,0,0,0,0,0,0,0,2239.3,0,0.6000000238418579
,"Sam, 13.01. 10:00",7852.6,6690.8,1161.8,0,0,0,0,0,0,0,2216.3,0,0.8999999761581421
,"Sam, 13.01. 11:00",7787.8,6529,1258.8,0,0,0,0,0,0,0,2136.2,0,2.299999952316284
,"Sam, 13.01. 12:00",7275.1,6177.3,1097.8,0,0,0,0,0,0,0,1973.6,0,2.5
,"Sam, 13.01. 13:00",7337.9,6377.4,960.5,0,0,0,0,0,0,0,1936.1,0,3.200000047683716
,"Sam, 13.01. 14:00",6525.8,5722.8,803,0,0,0,0,0,0,0,1690.8,0,3.799999952316284
,"Sam, 13.01. 15:00",6165.6,5517.1,648.5,0,0,0,0,0,0,0,1586.3,0,3.599999904632568
,"Sam, 13.01. 16:00",7739.7,6986.1,753.6,0,0,0,0,0,0,0,2059.5,0,2.200000047683716
,"Sam, 13.01. 17:00",7620.8,6866.3,754.5,0,0,0,0,0,0,0,2075.2,0,1.299999952316284
,"Sam, 13.01. 18:00",7372.4,6630.5,741.9,0,0,0,0,0,0,0,2008.4,0,1.200000047683716
,"Sam, 13.01. 19:00",8482.5,7613.8,868.7,0,0,0,0,0,0,0,2288.8,0,1.399999976158142
,"Sam, 13.01. 20:00",8811.1,7951.9,859.2,0,0,0,0,0,0,0,2376.4,0,1.200000047683716
,"Sam, 13.01. 21:00",8506.2,7798.4,707.8,0,0,0,0,0,0,0,2245.6,0,1.5
,"Sam, 13.01. 22:00",4668.5,4148.6,519.9,0,0,0,0,0,0,0,1261.5,0,1.600000023841858
,"Sam, 13.01. 23:00",3841.4,3508.8,332.6,0,0,0,0,0,0,0,1032,0,1.600000023841858
,"Dim, 14.01. 00:00",3835.3,3577.8,257.5,0,0,0,0,0,0,0,1023.6,0,1.600000023841858
,"Dim, 14.01. 01:00",3754.6,3606.6,148,0,0,0,0,0,0,0,992.6,0,1.5
,"Dim, 14.01. 02:00",3622.6,3539.1,83.5,0,0,0,0,0,0,0,951.7,0,1.399999976158142
,"Dim, 14.01. 03:00",3668.4,3631.8,36.6,0,0,0,0,0,0,0,955.4,0,1.399999976158142
,"Dim, 14.01. 04:00",4227.5,4141.4,86.1,0,0,0,0,0,0,0,1103.1,0,1.5
,"Dim, 14.01. 05:00",5680.7,5599.8,80.9,0,0,0,0,0,0,0,1458.4,0,1.5
,"Dim, 14.01. 06:00",7868.8,7763,105.8,0,0,0,0,0,0,0,2006,0,1.5
,"Dim, 14.01. 07:00",7199.1,6989.8,209.3,0,0,0,0,0,0,0,1873.9,0,1.600000023841858
,"Dim, 14.01. 08:00",6613.4,6097.5,515.9,0,0,0,0,0,0,0,1785.1,0,1.5
,"Dim, 14.01. 09:00",7771.7,6632.3,1139.4,0,0,0,0,0,0,0,2141.7,0,1.899999976158142
,"Dim, 14.01. 10:00",7691.9,6449.8,1242.1,0,0,0,0,0,0,0,2115.9,0,2.200000047683716
,"Dim, 14.01. 11:00",7107.1,5891.4,1215.7,0,0,0,0,0,0,0,1944.6,0,2.599999904632568
,"Dim, 14.01. 12:00",7146,5985.1,1160.9,0,0,0,0,0,0,0,1928.3,0,3
,"Dim, 14.01. 13:00",6407.8,5513.7,894.1,0,0,0,0,0,0,0,1679,0,3.599999904632568
,"Dim, 14.01. 14:00",5573.1,4847.9,725.2,0,0,0,0,0,0,0,1428.8,0,4.300000190734863
,"Dim, 14.01. 15:00",6213.7,5522.4,691.3,0,0,0,0,0,0,0,1598.5,0,3.799999952316284
,"Dim, 14.01. 16:00",6647.3,5966.1,681.2,0,0,0,0,0,0,0,1738.6,0,3
,"Dim, 14.01. 17:00",7267.3,6500.9,766.4,0,0,0,0,0,0,0,1920.8,0,2.5
,"Dim, 14.01. 18:00",7100.5,6327,773.5,0,0,0,0,0,0,0,1886.7,0,2.299999952316284
,"Dim, 14.01. 19:00",7589.8,6766.5,823.3,0,0,0,0,0,0,0,2057,0,1.399999976158142
,"Dim, 14.01. 20:00",8350.5,7484,866.5,0,0,0,0,0,0,0,2237.5,0,1.600000023841858
,"Dim, 14.01. 21:00",7690.1,6994.4,695.7,0,0,0,0,0,0,0,2068.2,0,1
,"Dim, 14.01. 22:00",5200.4,4656.6,543.8,0,0,0,0,0,0,0,1477.5,0,-0.4000000059604645
,"Dim, 14.01. 23:00",4530,4190.2,339.8,0,0,0,0,0,0,0,1292.8,0,-0.8999999761581421
,"Lun, 15.01. 00:00",4627.7,4398.5,229.2,0,0,0,0,0,0,0,1337.7,0,-1.899999976158142
,"Lun, 15.01. 01:00",4631.5,4511.6,119.9,0,0,0,0,0,0,0,1348.8,0,-2.599999904632568
,"Lun, 15.01. 02:00",4251,4216,35,0,0,0,0,0,0,0,1209.4,0,-2
,"Lun, 15.01. 03:00",4283.2,4247.9,35.3,0,0,0,0,0,0,0,1198.3,0,-1.399999976158142
,"Lun, 15.01. 04:00",5736,5604.1,131.9,0,0,0,0,0,0,0,1643.5,0,-2.099999904632568
,"Lun, 15.01. 05:00",7991,7630.6,360.4,0,0,0,0,0,0,0,2301.7,0,-2.299999952316284
,"Lun, 15.01. 06:00",10852,9874.4,977.6,0,0,0,0,0,0,0,3163.1,0,-2.099999904632568
,"Lun, 15.01. 07:00",10448.8,9456.1,992.7,0,0,0,0,0,0,0,3100.2,0,-2.200000047683716
,"Lun, 15.01. 08:00",8866,8036.1,829.9,0,0,0,0,0,0,0,2630.7,0,-1.799999952316284
,"Lun, 15.01. 09:00",8801.1,8063.6,737.5,0,0,0,0,0,0,0,2571,0,-1.299999952316284
,"Lun, 15.01. 10:00",8312.3,7653.6,658.7,0,0,0,0,0,0,0,2390.2,0,-0.699999988079071
,"Lun, 15.01. 11:00",8503.2,7850.2,653,0,0,0,0,0,0,0,2410,0,-0.300000011920929
,"Lun, 15.01. 12:00",6875.9,6337.7,538.2,0,0,0,0,0,0,0,1931.8,0,0.1000000014901161
,"Lun, 15.01. 13:00",7778,7194.9,583.1,0,0,0,0,0,0,0,2183.8,0,0
,"Lun, 15.01. 14:00",7222.8,6704.9,517.9,0,0,0,0,0,0,0,2022.8,0,0.1000000014901161
,"Lun, 15.01. 15:00",7476.4,6967.2,509.2,0,0,0,0,0,0,0,2089.9,0,0
,"Lun, 15.01. 16:00",7792.9,7242.4,550.5,0,0,0,0,0,0,0,2185,0,-0.1000000014901161
,"Lun, 15.01. 17:00",8072.1,7386.5,685.6,0,0,0,0,0,0,0,2275.1,0,-0.2000000029802322
,"Lun, 15.01. 18:00",8426.1,7666.8,759.3,0,0,0,0,0,0,0,2377.9,0,-0.300000011920929
,"Lun, 15.01. 19:00",9904.5,8839.3,1065.2,0,0,0,0,0,0,0,2818.8,0,-0.5
,"Lun, 15.01. 20:00",9073.2,8067.3,1005.9,0,0,0,0,0,0,0,2579.2,0,-0.6000000238418579
,"Lun, 15.01. 21:00",9735.1,8656.4,1078.7,0,0,0,0,0,0,0,2753.3,0,-0.6000000238418579
,"Lun, 15.01. 22:00",5416.9,4843.8,573.1,0,0,0,0,0,0,0,1539.8,0,-0.5
,"Lun, 15.01. 23:00",4732.5,4385,347.5,0,0,0,0,0,0,0,1342.7,0,-0.699999988079071
,"Mar, 16.01. 00:00",4812.2,4567.1,245.1,0,0,0,0,0,0,0,1366.1,0,-1.100000023841858
,"Mar, 16.01. 01:00",4483.1,4362.2,120.9,0,0,0,0,0,0,0,1271.8,0,-1.5
,"Mar, 16.01. 02:00",4308.8,4272,36.8,0,0,0,0,0,0,0,1196.5,0,-1
,"Mar, 16.01. 03:00",4208.7,4173.8,34.9,0,0,0,0,0,0,0,1166.2,0,-1
,"Mar, 16.01. 04:00",4884.8,4771.2,113.6,0,0,0,0,0,0,0,1375.9,0,-1.399999976158142
,"Mar, 16.01. 05:00",7613.3,7274.3,339,0,0,0,0,0,0,0,2160.1,0,-1.700000047683716
,"Mar, 16.01. 06:00",12046.7,11009.8,1036.9,0,0,0,0,0,0,0,3556.3,0,-2.700000047683716
,"Mar, 16.01. 07:00",11868.3,10794.4,1073.9,0,0,0,0,0,0,0,3582.6,0,-3
,"Mar, 16.01. 08:00",9964.5,9099.1,865.4,0,0,0,0,0,0,0,3094,0,-3.799999952316284
,"Mar, 16.01. 09:00",9190.9,8475.3,715.6,0,0,0,0,0,0,0,2796.3,0,-3.099999904632568
,"Mar, 16.01. 10:00",9050.9,8373,677.9,0,0,0,0,0,0,0,2659.3,0,-1.700000047683716
,"Mar, 16.01. 11:00",8235.7,7625.5,610.2,0,0,0,0,0,0,0,2343.6,0,-0.5
,"Mar, 16.01. 12:00",7828.3,7230.4,597.9,0,0,0,0,0,0,0,2183.7,0,0.300000011920929
,"Mar, 16.01. 13:00",7666.1,7111.7,554.4,0,0,0,0,0,0,0,2161,0,-0.2000000029802322
,"Mar, 16.01. 14:00",7558,7034.7,523.3,0,0,0,0,0,0,0,2125.2,0,-0.1000000014901161
,"Mar, 16.01. 15:00",7903.1,7373.3,529.8,0,0,0,0,0,0,0,2180.6,0,0.5
,"Mar, 16.01. 16:00",8477.6,7910.8,566.8,0,0,0,0,0,0,0,2427.7,0,-1
,"Mar, 16.01. 17:00",8868.5,8161.6,706.9,0,0,0,0,0,0,0,2575.3,0,-1.5
,"Mar, 16.01. 18:00",9432,8641.3,790.7,0,0,0,0,0,0,0,2769.5,0,-2
,"Mar, 16.01. 19:00",10165.4,9171.4,994,0,0,0,0,0,0,0,3095.4,0,-3.400000095367432
,"Mar, 16.01. 20:00",10820.4,9761.6,1058.8,0,0,0,0,0,0,0,3398.1,0,-5
,"Mar, 16.01. 21:00",10057.5,9070.5,987,0,0,0,0,0,0,0,3128.2,0,-4.699999809265137
,"Mar, 16.01. 22:00",6201.8,5640.4,561.4,0,0,0,0,0,0,0,1915.3,0,-4.199999809265137
,"Mar, 16.01. 23:00",5204.5,4870.5,334,0,0,0,0,0,0,0,1573.7,0,-3.5
,"Mer, 17.01. 00:00",5369.5,5138.1,231.4,0,0,0,0,0,0,0,1653.1,0,-4.599999904632568
,"Mer, 17.01. 01:00",4603.4,4495.7,107.7,0,0,0,0,0,0,0,1398.9,0,-4.400000095367432
,"Mer, 17.01. 02:00",5096.1,5058.5,37.6,0,0,0,0,0,0,0,1520.9,0,-3.900000095367432
,"Mer, 17.01. 03:00",4755.9,4721.4,34.5,0,0,0,0,0,0,0,1405.8,0,-3.599999904632568
,"Mer, 17.01. 04:00",5763.5,5642.7,120.8,0,0,0,0,0,0,0,1709.2,0,-3.5
,"Mer, 17.01. 05:00",8221.9,7883,338.9,0,0,0,0,0,0,0,2424,0,-3.299999952316284
,"Mer, 17.01. 06:00",11823.9,10866.5,957.4,0,0,0,0,0,0,0,3579.3,0,-3.799999952316284
,"Mer, 17.01. 07:00",12932.2,11838.8,1093.4,0,0,0,0,0,0,0,4035.9,0,-4.5
,"Mer, 17.01. 08:00",10952.2,10052.3,899.9,0,0,0,0,0,0,0,3462.8,0,-4.699999809265137
,"Mer, 17.01. 09:00",10279.6,9527.9,751.7,0,0,0,0,0,0,0,3208.9,0,-4.300000190734863
,"Mer, 17.01. 10:00",9256.2,8610.7,645.5,0,0,0,0,0,0,0,2813.1,0,-3.200000047683716
,"Mer, 17.01. 11:00",8892.2,8282.1,610.1,0,0,0,0,0,0,0,2627.1,0,-2.099999904632568
,"Mer, 17.01. 12:00",8256.7,7676.9,579.8,0,0,0,0,0,0,0,2403.9,0,-1.5
,"Mer, 17.01. 13:00",8568.5,7979.9,588.6,0,0,0,0,0,0,0,2450.2,0,-0.800000011920929
,"Mer, 17.01. 14:00",8098.9,7565.2,533.7,0,0,0,0,0,0,0,2300,0,-0.6000000238418579
,"Mer, 17.01. 15:00",8019.4,7520.5,498.9,0,0,0,0,0,0,0,2289,0,-0.8999999761581421
,"Mer, 17.01. 16:00",9247.5,8659,588.5,0,0,0,0,0,0,0,2675.6,0,-1.5
,"Mer, 17.01. 17:00",9120.8,8428.5,692.3,0,0,0,0,0,0,0,2677,0,-2
,"Mer, 17.01. 18:00",9952.3,9153.5,798.8,0,0,0,0,0,0,0,2937.4,0,-2.299999952316284
,"Mer, 17.01. 19:00",11287.8,10213,1074.8,0,0,0,0,0,0,0,3389.8,0,-2.900000095367432
,"Mer, 17.01. 20:00",11776.1,10633.1,1143,0,0,0,0,0,0,0,3582.3,0,-3.599999904632568
,"Mer, 17.01. 21:00",9813.5,8877.6,935.9,0,0,0,0,0,0,0,3023.9,0,-4.400000095367432
,"Mer, 17.01. 22:00",6546.1,5978.9,567.2,0,0,0,0,0,0,0,2055.1,0,-5
,"Mer, 17.01. 23:00",5841.1,5493.7,347.4,0,0,0,0,0,0,0,1827.6,0,-5.099999904632568
,"Jeu, 18.01. 00:00",5894.4,5656.1,238.3,0,0,0,0,0,0,0,1876.7,0,-6.099999904632568
,"Jeu, 18.01. 01:00",5446.3,5324.2,122.1,0,0,0,0,0,0,0,1690.6,0,-5.300000190734863
,"Jeu, 18.01. 02:00",5258.4,5221.6,36.8,0,0,0,0,0,0,0,1607.4,0,-5
,"Jeu, 18.01. 03:00",5580,5542.9,37.1,0,0,0,0,0,0,0,1726.5,0,-5.599999904632568
,"Jeu, 18.01. 04:00",6331.4,6209.4,122,0,0,0,0,0,0,0,1968.6,0,-5.599999904632568
,"Jeu, 18.01. 05:00",8839.2,8503.9,335.3,0,0,0,0,0,0,0,2783.4,0,-6.099999904632568
,"Jeu, 18.01. 06:00",12941.9,11955.1,986.8,0,0,0,0,0,0,0,4137.2,0,-6.300000190734863
,"Jeu, 18.01. 07:00",12354.1,11362.2,991.9,0,0,0,0,0,0,0,4024.7,0,-6.5
,"Jeu, 18.01. 08:00",11361.8,10470.6,891.2,0,0,0,0,0,0,0,3713.7,0,-6.300000190734863
,"Jeu, 18.01. 09:00",10224.6,9509.4,715.2,0,0,0,0,0,0,0,3288.4,0,-5.699999809265137
,"Jeu, 18.01. 10:00",9110.2,8510.6,599.6,0,0,0,0,0,0,0,2884.8,0,-5.099999904632568
,"Jeu, 18.01. 11:00",9588.3,8960,628.3,0,0,0,0,0,0,0,2920,0,-3.400000095367432
,"Jeu, 18.01. 12:00",8942.9,8327.3,615.6,0,0,0,0,0,0,0,2615.7,0,-1.700000047683716
,"Jeu, 18.01. 13:00",8301.2,7741,560.2,0,0,0,0,0,0,0,2378.5,0,-0.8999999761581421
,"Jeu, 18.01. 14:00",8204.2,7675.9,528.3,0,0,0,0,0,0,0,2349.5,0,-0.8999999761581421
,"Jeu, 18.01. 15:00",7761.4,7288.5,472.9,0,0,0,0,0,0,0,2225.5,0,-1.100000023841858
,"Jeu, 18.01. 16:00",9231.3,8648.2,583.1,0,0,0,0,0,0,0,2651.9,0,-1.200000047683716
,"Jeu, 18.01. 17:00",9522.1,8808.5,713.6,0,0,0,0,0,0,0,2786.5,0,-1.899999976158142
,"Jeu, 18.01. 18:00",10608.6,9770.8,837.8,0,0,0,0,0,0,0,3129.4,0,-2.299999952316284
,"Jeu, 18.01. 19:00",10514.6,9521.1,993.5,0,0,0,0,0,0,0,3125.2,0,-2.5
,"Jeu, 18.01. 20:00",10963.4,9894.8,1068.6,0,0,0,0,0,0,0,3254.6,0,-2.599999904632568
,"Jeu, 18.01. 21:00",10700.6,9653.3,1047.3,0,0,0,0,0,0,0,3146,0,-2.400000095367432
,"Jeu, 18.01. 22:00",5900.8,5345.1,555.7,0,0,0,0,0,0,0,1749.3,0,-2.400000095367432
,"Jeu, 18.01. 23:00",5343.3,4989,354.3,0,0,0,0,0,0,0,1569.4,0,-2.299999952316284
,"Ven, 19.01. 00:00",4446.7,4222.4,224.3,0,0,0,0,0,0,0,1289,0,-2
,"Ven, 19.01. 01:00",4412.9,4290.8,122.1,0,0,0,0,0,0,0,1257.9,0,-1.700000047683716
,"Ven, 19.01. 02:00",3991,3956.4,34.6,0,0,0,0,0,0,0,1120.9,0,-1.5
,"Ven, 19.01. 03:00",4667.3,4627.1,40.2,0,0,0,0,0,0,0,1293.2,0,-1
,"Ven, 19.01. 04:00",4459.6,4348.3,111.3,0,0,0,0,0,0,0,1250.5,0,-1.200000047683716
,"Ven, 19.01. 05:00",6481.3,6152.9,328.4,0,0,0,0,0,0,0,1809.6,0,-0.8999999761581421
,"Ven, 19.01. 06:00",9818.2,8821.8,996.4,0,0,0,0,0,0,0,2788.6,0,-0.800000011920929
,"Ven, 19.01. 07:00",9408.3,8396,1012.3,0,0,0,0,0,0,0,2698.5,0,-0.6000000238418579
,"Ven, 19.01. 08:00",8671.2,7762.6,908.6,0,0,0,0,0,0,0,2508.7,0,-0.6000000238418579
,"Ven, 19.01. 09:00",7627.1,6905.1,722,0,0,0,0,0,0,0,2158.4,0,0.2000000029802322
,"Ven, 19.01. 10:00",7185.1,6520.5,664.6,0,0,0,0,0,0,0,1946.3,0,1.799999952316284
,"Ven, 19.01. 11:00",6567.4,5951.3,616.1,0,0,0,0,0,0,0,1700.5,0,3.5
,"Ven, 19.01. 12:00",5909.5,5324.3,585.2,0,0,0,0,0,0,0,1477.8,0,4.800000190734863
,"Ven, 19.01. 13:00",5976.5,5393.8,582.7,0,0,0,0,0,0,0,1467.1,0,5.400000095367432
,"Ven, 19.01. 14:00",5604.9,5081.9,523,0,0,0,0,0,0,0,1374.4,0,5.400000095367432
,"Ven, 19.01. 15:00",5667,5173.6,493.4,0,0,0,0,0,0,0,1400.1,0,4.900000095367432
,"Ven, 19.01. 16:00",6338.8,5767.3,571.5,0,0,0,0,0,0,0,1566.4,0,4.900000095367432
,"Ven, 19.01. 17:00",6428.9,5758,670.9,0,0,0,0,0,0,0,1640,0,3.900000095367432
,"Ven, 19.01. 18:00",7837.2,6983.7,853.5,0,0,0,0,0,0,0,2024.5,0,3.400000095367432
,"Ven, 19.01. 19:00",7626,6663.4,962.6,0,0,0,0,0,0,0,2035.2,0,2.400000095367432
,"Ven, 19.01. 20:00",7957.3,6931.2,1026.1,0,0,0,0,0,0,0,2137,0,2
,"Ven, 19.01. 21:00",8196.2,7189.9,1006.3,0,0,0,0,0,0,0,2289.7,0,0.2000000029802322
,"Ven, 19.01. 22:00",4564.1,4019.9,544.2,0,0,0,0,0,0,0,1249.2,0,1.299999952316284
,"Ven, 19.01. 23:00",4242.4,3898.4,344,0,0,0,0,0,0,0,1164.3,0,0.699999988079071
,"Sam, 20.01. 00:00",3768,3517.6,250.4,0,0,0,0,0,0,0,1012.1,0,1.299999952316284
,"Sam, 20.01. 01:00",3746.2,3605.2,141,0,0,0,0,0,0,0,1011.7,0,0.6000000238418579
,"Sam, 20.01. 02:00",4285.3,4194.1,91.2,0,0,0,0,0,0,0,1169.8,0,-0.1000000014901161
,"Sam, 20.01. 03:00",4003.6,3965.7,37.9,0,0,0,0,0,0,0,1071.6,0,0.300000011920929
,"Sam, 20.01. 04:00",4272,4202.6,69.4,0,0,0,0,0,0,0,1159.9,0,-0.1000000014901161
,"Sam, 20.01. 05:00",6950.9,6871,79.9,0,0,0,0,0,0,0,1884.4,0,-0.6000000238418579
,"Sam, 20.01. 06:00",7947.4,7856.9,90.5,0,0,0,0,0,0,0,2162.9,0,-0.8999999761581421
,"Sam, 20.01. 07:00",8136.9,7920,216.9,0,0,0,0,0,0,0,2218.4,0,-0.2000000029802322
,"Sam, 20.01. 08:00",7707.9,7125.1,582.8,0,0,0,0,0,0,0,2125.3,0,0.6000000238418579
,"Sam, 20.01. 09:00",7192.6,6101.5,1091.1,0,0,0,0,0,0,0,1934.4,0,2.900000095367432
,"Sam, 20.01. 10:00",6884.9,5630.3,1254.6,0,0,0,0,0,0,0,1751.7,0,5.5
,"Sam, 20.01. 11:00",5992.3,4797.1,1195.2,0,0,0,0,0,0,0,1487.5,0,6.699999809265137
,"Sam, 20.01. 12:00",5071.5,3986.4,1085.1,0,0,0,0,0,0,0,1143.9,0,10.19999980926514
,"Sam, 20.01. 13:00",4986.2,4125.7,860.5,0,0,0,0,0,0,0,1149.1,0,8.699999809265137
,"Sam, 20.01. 14:00",5431.7,4638.4,793.3,0,0,0,0,0,0,0,1318.2,0,6.5
,"Sam, 20.01. 15:00",5372.1,4676.2,695.9,0,0,0,0,0,0,0,1262.7,0,7.199999809265137
,"Sam, 20.01. 16:00",5950.8,5260.4,690.4,0,0,0,0,0,0,0,1471.9,0,5.199999809265137
,"Sam, 20.01. 17:00",6123.6,5423.5,700.1,0,0,0,0,0,0,0,1576.2,0,3.599999904632568
,"Sam, 20.01. 18:00",6614.1,5865.2,748.9,0,0,0,0,0,0,0,1741.7,0,2.700000047683716
,"Sam, 20.01. 19:00",7540.1,6690.2,849.9,0,0,0,0,0,0,0,2010.8,0,2.099999904632568
,"Sam, 20.01. 20:00",8184.2,7292.7,891.5,0,0,0,0,0,0,0,2150.9,0,2.400000095367432
